RegionName,State,Median_Household_Income_2020,1/31/2020,Ratio_Income_to_House,Rank
Mono County,CA,73204,452037.466,0.16194232891306404,2876
La Plata County,CO,66080,408098.6111,0.16192164884336702,2877
Deschutes County,OR,66467,411714.2264,0.1614396485183005,2878
Santa Fe County,NM,58898,366143.266,0.16086053047879897,2879
Taos County,NM,43230,269322.351,0.16051397085866073,2880
Bonner County,ID,55241,347737.3679,0.15885839457980208,2881
Nevada County,CA,74158,470408.8418,0.15764584635832413,2882
Inyo County,CA,55981,359224.6439,0.15583841740986967,2883
Blaine County,ID,76301,490819.6877,0.15545627429402725,2884
Queens County,NY,78847,508790.3203,0.1549695362787349,2885
San Benito County,CA,91185,589507.1997,0.1546800446990368,2886
Routt County,CO,82330,537660.5406,0.1531263572143944,2887
Boulder County,CO,88289,578469.4179,0.1526251816742757,2888
Suffolk County,MA,85221,559588.8067,0.1522921812939115,2889
Santa Barbara County,CA,86136,569973.3367,0.15112285865634598,2890
Chaffee County,CO,64220,426054.2296,0.15073198559791975,2891
Monterey County,CA,85031,564244.3052,0.15069890686776224,2892
Eagle County,CO,94309,628032.4056,0.15016581813147126,2893
Curry County,OR,48377,324873.8427,0.14891011106940066,2894
Richmond County,NY,81003,546457.2712,0.14823299875234602,2895
Coconino County,AZ,57146,386602.9794,0.14781572580917363,2896
Ventura County,CA,90961,616227.6927,0.14760940002786083,2897
San Diego County,CA,87126,602616.8494,0.14457942901322401,2898
San Juan County,WA,74533,529999.6015,0.1406284076234348,2899
Bronx County,NY,44906,321622.4991,0.13962331654551838,2900
Alameda County,CA,113518,819905.5018,0.13845254087304626,2901
Sonoma County,CA,87366,634641.0691,0.13766206483279733,2902
Orange County,CA,98786,733910.4642,0.13460225029994877,2903
Napa County,CA,92149,687297.6995,0.13407436117862345,2904
Summit County,CO,91079,689671.118,0.13206149659293112,2905
Kauai County,HI,80517,619209.6489,0.13003188846142025,2906
San Luis Obispo County,CA,79455,619956.4423,0.1281622297612182,2907
Mendocino County,CA,53176,417465.9069,0.12737806637881405,2908
Maui County,HI,80763,647825.1316,0.1246679019699828,2909
Santa Clara County,CA,139462,1120011.66,0.12451834653221379,2910
Monroe County,FL,68584,562823.7467,0.12185697636627456,2911
Marin County,CA,127601,1057767.315,0.12063239068792743,2912
Los Angeles County,CA,75624,631286.3824,0.11979349168359314,2913
Santa Cruz County,CA,93015,785510.5004,0.1184134393526689,2914
Kings County,NY,70390,604175.8218,0.11650582075643066,2915
San Miguel County,CO,77099,697586.6839,0.11052246520670721,2916
San Mateo County,CA,132369,1283052.339,0.103167264480549,2917
Teton County,WY,92488,916383.2819,0.10092720134334873,2918
Dukes County,MA,80459,840445.7918,0.0957337174925694,2919
Pitkin County,CO,93634,1052431.162,0.08896923939620101,2920
New York County,NY,87745,1066283.378,0.08229050720511184,2921
